# Logfile created on 2023-05-03 18:23:52 +0000 by logger.rb/v1.4.3
[2023-05-03T18:23:52+00:00] INFO: Started Cinc Zero at chefzero://localhost:1 with repository at /opt/gitlab/embedded (One version per cookbook)
[2023-05-03T18:23:52+00:00] INFO: *** Cinc Client 17.10.0 ***
[2023-05-03T18:23:52+00:00] INFO: Platform: x86_64-linux
[2023-05-03T18:23:52+00:00] INFO: Cinc-client pid: 32
[2023-05-03T18:23:53+00:00] INFO: Setting the run_list to ["recipe[gitlab-ee]"] from CLI options
[2023-05-03T18:23:53+00:00] INFO: Run List is [recipe[gitlab-ee]]
[2023-05-03T18:23:53+00:00] INFO: Run List expands to [gitlab-ee]
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/package/libraries/config/roles/geo_primary.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/package/libraries/config/roles/geo_secondary.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/package/libraries/config/roles/monitoring.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/package/libraries/config/roles/default.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/package/libraries/config/roles/pages.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/package/libraries/config/roles/postgres.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/package/libraries/config/roles/redis_master.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/package/libraries/config/roles/redis_sentinel.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/package/libraries/config/roles/pgbouncer.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/package/libraries/config/roles/patroni.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/package/libraries/config/services.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/package/libraries/config_mash.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/package/libraries/config/roles/sidekiq.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/package/libraries/deprecations.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/package/libraries/formatters/gitlab.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/package/libraries/config/roles/spamcheck.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/package/libraries/gitlab_cluster.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/package/libraries/helper.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/package/libraries/helpers/logging_helper.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/package/libraries/handlers/gitlab.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/package/libraries/helpers/node_helper.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/package/libraries/helpers/roles_helper.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/package/libraries/helpers/secrets_helper.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/package/libraries/helpers/selinux_helper.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/package/libraries/helpers/shell_out_helper.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/package/libraries/helpers/output_helper.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/package/libraries/helpers/services_helper.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/package/libraries/helpers/selinux_distro_helper.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/package/libraries/helpers/systemd_helper.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/package/libraries/object_proxy.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/package/libraries/omnibus_helper.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/package/libraries/settings_dsl.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/package/libraries/helpers/version_helper.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/package/metadata.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/package/resources/env_dir.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/package/libraries/package.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/package/resources/storage_directory.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/package/resources/account.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/package/resources/gitlab_sysctl.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/package/libraries/storage_directory_helper.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/package/recipes/runit.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/package/recipes/runit_systemd.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/package/resources/templatesymlink.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/package/resources/version_file.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/package/recipes/runit_upstart.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/package/recipes/runit_sysvinit.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/package/attributes/default.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/package/templates/default/gitlab-runsvdir.service.erb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/libraries/account_helper.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/package/recipes/sysctl.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/libraries/gitlab_shell.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/libraries/gitlab_rails.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/libraries/gitlab_sshd_helper.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/libraries/gitlab_exporter.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/libraries/gitlab_mattermost.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/libraries/gitlab_workhorse.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/libraries/bash_hide_env.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/libraries/helpers/authorizer_helper.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/libraries/helper.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/libraries/helpers/base_helper.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/libraries/helpers/gitlab_rails.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/libraries/helpers/geo_pg_helper.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/libraries/helpers/base_pg_helper.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/libraries/helpers/gitlab_rails_env_helper.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/libraries/helpers/gitlab_workhorse_helper.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/libraries/helpers/grafana_helper.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/libraries/helpers/pg_helper.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/libraries/helpers/metrics_exporter_helper.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/libraries/helpers/web_server_helper.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/libraries/helpers/pg_status_helper.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/libraries/logfiles_helper.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/libraries/mailroom_helper.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/libraries/incoming_email.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/libraries/pg_version.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/libraries/patroni.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/libraries/logging.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/libraries/postgresql.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/libraries/rails_migration_helper.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/libraries/puma.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/libraries/redis.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/libraries/nginx.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/libraries/sidekiq.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/libraries/redis_helper.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/libraries/redis_uri.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/resources/puma_config.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/metadata.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/resources/sidekiq_service.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/libraries/registry.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/resources/database_objects.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/resources/rails_migration.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/recipes/bootstrap_disable.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/recipes/bootstrap.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/recipes/add_trusted_certs.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/libraries/storage_check.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/recipes/database_migrations.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/recipes/config.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/recipes/database_reindexing_disable.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/recipes/database_reindexing_enable.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/recipes/gitlab-healthcheck.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/recipes/gitlab-rails.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/recipes/gitlab-shell.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/recipes/default.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/recipes/gitlab-workhorse_disable.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/recipes/gitlab-workhorse.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/recipes/mailroom.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/recipes/mailroom_disable.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/recipes/letsencrypt_renew.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/recipes/nginx.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/recipes/nginx_disable.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/recipes/puma_disable.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/recipes/puma.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/recipes/remote-syslog.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/recipes/remove_accounts.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/recipes/remote-syslog_disable.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/recipes/rails_pages_shared_path.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/recipes/sidekiq.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/recipes/selinux.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/recipes/show_config.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/recipes/web-server.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/recipes/sidekiq_disable.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/recipes/storage-check_disable.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/recipes/users.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/attributes/default.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/recipes/storage-check.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/README.md in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/database.yml.erb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/cable.yml.erb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/gitconfig-system.erb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/gitlab-healthcheck-rc.erb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/gitlab-rails-rc.erb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/gitlab-rails-error.html.erb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/gitconfig.erb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/make_metrics_rundir.erb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/gitlab-shell-config.yml.erb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/mount_point_check.erb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/nginx-gitlab-health.conf.erb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/gitlab.yml.erb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/nginx-gitlab-http.conf.erb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/nginx-gitlab-mattermost-http.conf.erb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/nginx-gitlab-kas-http.conf.erb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/nginx-gitlab-pages-http.conf.erb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/nginx-gitlab-registry-http.conf.erb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/nginx-status.conf.erb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/nginx.conf.erb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/puma.rb.erb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/secrets.yml.erb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/secret_token.erb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/resque.yml.erb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/redis.yml.erb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/smtp_settings.rb.erb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/remote_syslog.yml.erb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/sv-gitlab-sshd-run.erb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/sv-gitlab-sshd-log-run.erb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/sv-gitlab-workhorse-log-run.erb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/sv-gitlab-sshd-log-config.erb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/sv-mailroom-log-config.erb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/sv-mailroom-finish.erb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/sv-gitlab-workhorse-log-config.erb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/sv-gitlab-workhorse-run.erb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/sv-mailroom-run.erb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/sv-mailroom-log-run.erb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/sv-puma-log-config.erb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/sv-puma-h.erb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/sv-puma-run.erb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/sv-puma-log-run.erb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/sv-puma-t.erb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/sv-remote-syslog-log-run.erb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/sv-remote-syslog-log-config.erb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/sv-sidekiq-log-run.erb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/sv-sidekiq-log-config.erb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/sv-remote-syslog-run.erb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/sv-storage-check-log-config.erb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/sv-sidekiq-run.erb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/consul/libraries/consul.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/sv-storage-check-log-run.erb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/workhorse-config.toml.erb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/consul/libraries/consul_helper.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/sv-storage-check-run.erb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/consul/libraries/failover_helper.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/consul/recipes/configure_services.rb in the cache.
[2023-05-03T18:23:54+00:00] INFO: Storing updated cookbooks/consul/metadata.rb in the cache.
